day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,mid_price_change,bid_liquidity,ask_liquidity,total_liquidity,ob_skew,bid_price_spacing,ask_price_spacing,price_spacing_ratio,bid_top_concentration,ask_top_concentration,bid_decay,ask_decay,book_pressure,spread,spread_pct,bid_shape,ask_shape,liquidity_change_5,spread_vol_5,ob_skew_ma_5,liquidity_change_10,spread_vol_10,ob_skew_ma_10,liquidity_change_20,spread_vol_20,ob_skew_ma_20
-1,1100,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,3.0,7974.0,,,,0.0,1.0,1.0,1.0,,,0.08333298611255786,0.08333298611255786,,8.0,0.08,,,,1.095445115010332,0.0,,1.5491933384829668,0.0,,,
-1,1200,RAINFOREST_RESIN,9995.0,21.0,,,,,9998.0,1.0,10005.0,21.0,,,9996.5,8.0,-3.5,,,,0.0,,7.0,,,,,0.047618820862757795,,3.0,0.0300105036762867,,,,2.6076809620810595,0.0,,2.1213203435596424,0.0,,,
-1,1300,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,30.0,10004.0,1.0,10005.0,30.0,,,10003.0,10.0,7977.0,319848.0,,,0.0,6.0,1.0,0.16666666666666666,0.031249902344055173,,0.9999000099990001,0.03333322222259259,,2.0,0.019994001799460162,5.9994000599940005,,,3.492849839314596,0.0,,2.726414006223804,0.0,,,
-1,1400,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,12.0,-3.0,,,,0.0,1.0,1.0,1.0,,,0.03999984000064,0.03999984000064,,8.0,0.08,,,,3.492849839314596,0.0,,2.726414006223804,0.0,,,
-1,1500,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,12.0,7974.0,,,,0.0,,,,,,,,,10.0,0.1,,,,3.492849839314596,0.0,,2.8982753492378874,0.0,,,
-1,1600,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,12.0,0.0,,,,0.0,,,,,,,,,10.0,0.1,,,,3.847076812334269,0.0,,2.9078437983419185,0.0,,,
-1,1700,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10002.0,1.0,10004.0,2.0,10005.0,20.0,9999.0,12.0,7974.0,,230110.0,,0.0,1.0,2.0,2.0,,0.043478071834470285,0.09999950000249999,0.49997500124993743,,6.0,0.06000600060006001,,1.9998000199980002,,3.3466401061363027,0.0,,2.8303906287138374,0.0,,,
-1,1800,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10003.0,12.0,4.0,239888.0,,,0.0,6.0,1.0,0.16666666666666666,0.04166649305627893,,0.9999000099990001,0.045454338843914345,,2.0,0.019994001799460162,5.9994000599940005,,,3.3466401061363027,0.0,,3.267686915507325,0.0,,,
-1,1900,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10004.0,1.0,10005.0,28.0,,,10000.0,14.0,7975.0,,,,0.0,1.0,1.0,1.0,,,0.035714158163720845,0.035714158163720845,,8.0,0.08,,,,3.3466401061363027,0.0,,3.267686915507325,0.0,,2.7999060134601885,0.0
-1,2000,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,9998.0,1.0,10004.0,2.0,10005.0,24.0,9997.0,14.0,7971.5,,270126.0,,0.0,1.0,6.0,6.0,,0.03703689986333384,0.08333298611255786,0.49997500124993743,,2.0,0.02000600180054016,,5.9994000599940005,,3.577708763999664,0.0,,3.3482997343593817,0.0,,2.7999060134601885,0.0
-1,2100,RAINFOREST_RESIN,9996.0,2.0,9995.0,25.0,,,10002.0,3.0,10004.0,2.0,10005.0,25.0,9999.0,16.0,2.0,,300139.0,,0.0,1.0,2.0,2.0,,0.09999966666777778,0.07999968000128,1.4999250037498124,,6.0,0.06000600060006001,,1.9998000199980002,,2.683281572999748,0.0,,3.2676869155073245,0.0,,2.7999060134601885,0.0
-1,2200,RAINFOREST_RESIN,9998.0,8.0,9996.0,1.0,9995.0,24.0,10004.0,1.0,10005.0,24.0,,,10001.0,16.0,7975.5,329860.0,,,0.0,2.0,1.0,0.5,0.24242350780755206,,7.999200079992001,0.04166649305627893,,6.0,0.059994000599940006,1.9998000199980002,,,2.683281572999748,0.0,,3.1269438398822857,0.0,,2.7120588411564257,0.0
-1,2300,RAINFOREST_RESIN,9998.0,7.0,9996.0,2.0,9995.0,30.0,10004.0,2.0,10005.0,30.0,,,10001.0,16.0,7975.0,389828.0,,,0.0,2.0,1.0,0.5,0.17948671926482238,,3.4998250087495624,0.06666644444518519,,6.0,0.059994000599940006,1.9998000199980002,,,2.1908902300206647,0.0,,2.7968235951204035,0.0,,2.700389835404861,0.0
-1,2400,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,16.0,7975.5,,,,0.0,,,,,,,,,10.0,0.1,,,,2.8284271247461903,0.0,,2.988868236194652,0.0,,2.7886046312580213,0.0
-1,2500,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,16.0,0.0,,,,0.0,1.0,1.0,1.0,,,0.045454338843914345,0.045454338843914345,,8.0,0.08,,,,1.7888543819998324,0.0,,2.7968235951204035,0.0,,2.8022547312739734,0.0
-1,2600,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,16.0,7974.0,,,,0.0,,,,,,,,,10.0,0.1,,,,2.0000000000000004,0.0,,2.7968235951204035,0.0,,2.8557421378504637,0.0
-1,2700,RAINFOREST_RESIN,9998.0,6.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,16.0,7976.0,,,,0.0,3.0,,,,,0.23076834319868,,,7.0,0.06998950157476379,,,,1.7888543819998322,0.0,,2.798809270624444,0.0,,2.770141550629916,0.0
-1,2800,RAINFOREST_RESIN,9995.0,25.0,,,,,10005.0,25.0,,,,,10000.0,16.0,7975.0,,,,0.0,,,,,,,,,10.0,0.1,,,,1.4142135623730956,0.0,,2.496664441476534,0.0,,2.8469743865891624,0.0
-1,2900,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,16.0,0.0,,,,0.0,1.0,1.0,1.0,,,0.03999984000064,0.03999984000064,,8.0,0.08,,,,1.3416407864998745,0.0,,2.496664441476534,0.0,,2.8469743865891624,0.0
-1,3000,RAINFOREST_RESIN,9998.0,1.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,21.0,7976.5,,,,0.0,3.0,,,,,0.038461390533113336,,,7.0,0.06998950157476379,,,,1.516575088810311,0.0,,1.6865480854231365,0.0,,2.758241239783443,0.0
-1,3100,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,22.0,7976.0,,,,0.0,1.0,1.0,1.0,,,0.08333298611255786,0.08333298611255786,,8.0,0.08,,,,1.22474487139159,0.0,,1.5634719199411444,0.0,,2.758241239783443,0.0
-1,3200,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0,7976.0,,,,0.0,1.0,1.0,1.0,,,0.045454338843914345,0.045454338843914345,,8.0,0.08,,,,1.0954451150103333,0.0,,1.3984117975602037,0.0,,2.6137289353275373,0.0
-1,3300,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,26.0,0.0,,,,0.0,1.0,1.0,1.0,,,0.06666644444518519,0.06666644444518519,,8.0,0.08,,,,0.44721359549995965,0.0,,1.17378779077727,0.0,,2.3260538075868915,0.0
-1,3400,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,26.0,7976.0,,,,0.0,1.0,1.0,1.0,,,0.08333298611255786,0.08333298611255786,,8.0,0.08,,,,0.44721359549995965,0.0,,1.0327955589886466,0.0,,2.3260538075868915,0.0
-1,3500,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,26.0,7975.5,,,,0.0,,,,,,,,,10.0,0.1,,,,0.8944271909999179,0.0,,1.17378779077727,0.0,,2.3260538075868915,0.0
-1,3600,RAINFOREST_RESIN,9995.0,21.0,,,,,9998.0,4.0,10005.0,21.0,,,9996.5,26.0,7972.0,,,,0.0,,7.0,,,,,0.19047528345103118,,3.0,0.0300105036762867,,,,2.6076809620810595,0.0,,1.9465068427541912,0.0,,2.438183102661747,0.0
-1,3700,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,23.0,10004.0,1.0,10005.0,23.0,,,10003.0,34.0,6.5,249883.0,,,0.0,6.0,1.0,0.16666666666666666,0.03999984000064,,0.9999000099990001,0.043478071834470285,,2.0,0.019994001799460162,5.9994000599940005,,,3.4928498393145957,0.0,,2.6583202716502505,0.0,,2.6808286228819544,0.0
-1,3800,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10002.0,10.0,10004.0,2.0,10005.0,23.0,9999.0,36.0,7974.5,,350143.0,,0.0,1.0,2.0,2.0,,0.2857134693900874,0.08695614366894057,4.999750012499375,,6.0,0.06000600060006001,,1.9998000199980002,,3.3466401061363014,0.0,,2.4855135843076313,0.0,,2.438183102661747,0.0
-1,3900,RAINFOREST_RESIN,9998.0,1.0,9996.0,1.0,9995.0,25.0,10004.0,1.0,10005.0,25.0,,,10001.0,37.0,7976.5,269869.0,,,0.0,2.0,1.0,0.5,0.03703689986333384,,0.9999000099990001,0.03999984000064,,6.0,0.059994000599940006,1.9998000199980002,,,3.1304951684997047,0.0,,2.4585451886114345,0.0,,2.438183102661747,0.0
-1,4000,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,37.0,7975.5,,,,0.0,1.0,1.0,1.0,,,0.06666644444518519,0.06666644444518519,,8.0,0.08,,,,2.4494897427831765,0.0,,2.496664441476532,0.0,,2.1490511982341367,0.0
-1,4100,RAINFOREST_RESIN,9996.0,2.0,9995.0,27.0,,,10004.0,2.0,10005.0,27.0,,,10000.0,37.0,0.0,,,,0.0,1.0,1.0,1.0,,,0.07407379972666768,0.07407379972666768,,8.0,0.08,,,,2.449489742783177,0.0,,2.496664441476532,0.0,,2.1343062474478063,0.0
-1,4200,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10002.0,4.0,10004.0,2.0,10005.0,24.0,9999.0,37.0,7974.0,,300136.0,,0.0,1.0,2.0,2.0,,0.13333288889037037,0.08333298611255786,1.9999000049997497,,6.0,0.06000600060006001,,1.9998000199980002,,1.0954451150103317,0.0,,2.460803843372231,0.0,,2.1343062474478063,0.0
-1,4300,RAINFOREST_RESIN,9995.0,22.0,,,,,9998.0,1.0,10000.0,6.0,10005.0,22.0,9996.5,42.0,7973.0,,290108.0,,0.0,,2.0,,,0.034482639715035464,,0.1666638889351844,,3.0,0.0300105036762867,,0.3999920001599968,,2.049390153191919,0.0,,2.6246692913372667,0.0,,2.330574810506717,0.0
-1,4400,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,46.0,7975.5,,,,0.0,,,,,,,,,10.0,0.1,,,,2.6457513110645903,0.0,,2.8596814119369593,0.0,,2.330574810506717,0.0
-1,4500,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10002.0,10.0,10004.0,1.0,10005.0,28.0,9999.0,46.0,-1.0,,390164.0,,0.0,1.0,2.0,2.0,,0.25640959894974624,0.035714158163720845,9.99900009999,,6.0,0.06000600060006001,,1.9998000199980002,,2.607680962081059,0.0,,2.529822128134699,0.0,,2.3373399185263666,0.0
-1,4600,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10002.0,10.0,10004.0,1.0,10005.0,29.0,9999.0,46.0,7974.5,,400169.0,,0.0,1.0,2.0,2.0,,0.24999937500156247,0.034482639715035464,9.99900009999,,6.0,0.06000600060006001,,1.9998000199980002,,2.489979919597746,0.0,,2.330951164939608,0.0,,2.2454632624823536,0.0
-1,4700,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,46.0,7976.0,,,,0.0,1.0,1.0,1.0,,,0.06666644444518519,0.06666644444518519,,8.0,0.08,,,,2.607680962081059,0.0,,1.8885620632287028,0.0,,2.258900524358558,0.0
-1,4800,RAINFOREST_RESIN,9998.0,6.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10001.0,46.0,7976.0,299870.0,,,0.0,2.0,1.0,0.5,0.19999933333555556,,2.999850007499625,0.09090867768782869,,6.0,0.059994000599940006,1.9998000199980002,,,1.7888543819998317,0.0,,1.8885620632287028,0.0,,2.1490511982341367,0.0
-1,4900,RAINFOREST_RESIN,9995.0,22.0,,,,,10002.0,7.0,10005.0,22.0,,,9998.5,48.0,-2.5,,,,0.0,,3.0,,,,,0.31818037190740045,,7.0,0.07001050157523629,,,,0.8944271909999145,0.0,,1.8737959096740233,0.0,,2.129986409642831,0.0
-1,5000,RAINFOREST_RESIN,9998.0,3.0,9996.0,2.0,9995.0,28.0,10004.0,2.0,10005.0,28.0,,,10001.0,48.0,7976.0,329846.0,,,0.0,2.0,1.0,0.5,0.09090881542783202,,1.4999250037498124,0.07142831632744169,,6.0,0.059994000599940006,1.9998000199980002,,,0.8944271909999145,0.0,,1.8378731669453596,0.0,,2.1343062474478063,0.0
-1,5100,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,48.0,7975.5,,,,0.0,1.0,1.0,1.0,,,0.03333322222259259,0.03333322222259259,,8.0,0.08,,,,0.9999999999999994,0.0,,1.8378731669453596,0.0,,2.1343062474478063,0.0
-1,5200,RAINFOREST_RESIN,9998.0,9.0,9996.0,1.0,9995.0,26.0,10004.0,1.0,10005.0,26.0,,,10001.0,48.0,7976.5,359848.0,,,0.0,2.0,1.0,0.5,0.24999930555748454,,8.999100089991002,0.038461390533113336,,6.0,0.059994000599940006,1.9998000199980002,,,0.8944271909999145,0.0,,1.8378731669453596,0.0,,2.1144863753590246,0.0
-1,5300,RAINFOREST_RESIN,9996.0,1.0,9995.0,20.0,,,10004.0,1.0,10005.0,20.0,,,10000.0,48.0,-1.0,,,,0.0,1.0,1.0,1.0,,,0.049999750001249996,0.049999750001249996,,8.0,0.08,,,,0.9999999999999994,0.0,,1.3703203194062952,0.0,,2.1144863753590246,0.0
-1,5400,RAINFOREST_RESIN,9995.0,21.0,,,,,10005.0,21.0,,,,,10000.0,48.0,7974.5,,,,0.0,,,,,,,,,10.0,0.1,,,,1.6733200530681513,0.0,,1.3703203194062952,0.0,,2.2307657406087453,0.0
-1,5500,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,48.0,7975.0,,,,0.0,,,,,,,,,10.0,0.1,,,,1.6733200530681525,0.0,,1.5811388300841889,0.0,,2.2307657406087453,0.0
-1,5600,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,48.0,7974.0,,,,0.0,,,,,,,,,10.0,0.1,,,,1.7888543819998333,0.0,,1.6633299933166203,0.0,,2.176428750330035,0.0
-1,5700,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,48.0,1.5,,,,0.0,3.0,,,,,0.07407379972666768,,,7.0,0.06998950157476379,,,,1.4142135623730971,0.0,,1.6865480854231356,0.0,,1.831737742662616,0.0
-1,5800,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,48.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.03333322222259259,0.03333322222259259,,8.0,0.08,,,,1.4142135623730971,0.0,,1.5634719199411442,0.0,,1.814415956487898,0.0
-1,5900,RAINFOREST_RESIN,9996.0,2.0,9995.0,28.0,,,10004.0,2.0,10005.0,28.0,,,10000.0,48.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.07142831632744169,0.07142831632744169,,8.0,0.08,,,,1.3416407864998754,0.0,,1.523883926754996,0.0,,1.7910596686995397,0.0
-1,6000,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,48.0,7974.5,,,,0.0,,,,,,,,,10.0,0.1,,,,1.3416407864998754,0.0,,1.4337208778404409,0.0,,1.8771478925557026,0.0
-1,6100,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,48.0,0.0,,,,0.0,1.0,1.0,1.0,,,0.04166649305627893,0.04166649305627893,,8.0,0.08,,,,1.0954451150103328,0.0,,1.4337208778404409,0.0,,1.8771478925557026,0.0
-1,6200,RAINFOREST_RESIN,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,48.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.047618820862757795,0.047618820862757795,,8.0,0.08,,,,0.8944271909999174,0.0,,1.1595018087284106,0.0,,1.8431951662948314,0.0
-1,6300,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10004.0,2.0,10005.0,23.0,,,10000.0,48.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.08695614366894057,0.08695614366894057,,8.0,0.08,,,,0.8944271909999174,0.0,,1.1595018087284106,0.0,,1.4832396974191324,0.0
-1,6400,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,48.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.04166649305627893,0.04166649305627893,,8.0,0.08,,,,0.8944271909999174,0.0,,1.080123449734647,0.0,,1.3992479182911455,0.0
-1,6500,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,9998.0,1.0,10004.0,1.0,10005.0,26.0,9997.0,48.0,-3.0,,280132.0,,0.0,1.0,6.0,6.0,,0.035714158163720845,0.038461390533113336,0.9999000099990001,,2.0,0.02000600180054016,,5.9994000599940005,,2.683281572999746,0.0,,2.213594362117864,0.0,,1.8750438591361562,0.0
-1,6600,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,50.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.08333298611255786,0.08333298611255786,,8.0,0.08,,,,2.683281572999746,0.0,,2.068278940998474,0.0,,1.838191330743634,0.0
-1,6700,RAINFOREST_RESIN,9995.0,20.0,,,,,10002.0,3.0,10005.0,20.0,,,9998.5,55.0,7972.0,,,,0.0,,3.0,,,,,0.14999925000374997,,7.0,0.07001050157523629,,,,2.6076809620810577,0.0,,2.068278940998474,0.0,,1.8431951662948314,0.0
-1,6800,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,55.0,7975.0,,,,0.0,1.0,1.0,1.0,,,0.06666644444518519,0.06666644444518519,,8.0,0.08,,,,2.6076809620810577,0.0,,2.068278940998474,0.0,,1.8027756377319943,0.0
-1,6900,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,10002.0,5.0,10004.0,1.0,10005.0,26.0,9999.0,55.0,-1.0,,320144.0,,0.0,1.0,2.0,2.0,,0.15624951172027585,0.038461390533113336,4.999500049995,,6.0,0.06000600060006001,,1.9998000199980002,,2.4899799195977437,0.0,,2.110818693198339,0.0,,1.838191330743634,0.0
-1,7000,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,55.0,7976.5,,,,0.0,3.0,,,,,0.07407379972666768,,,7.0,0.06998950157476379,,,,0.8366600265340717,0.0,,1.885618083164122,0.0,,1.8027756377319943,0.0
-1,7100,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,57.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.034482639715035464,0.034482639715035464,,8.0,0.08,,,,0.8366600265340717,0.0,,1.885618083164122,0.0,,1.8027756377319943,0.0
-1,7200,RAINFOREST_RESIN,9998.0,5.0,9996.0,1.0,9995.0,27.0,10004.0,1.0,10005.0,27.0,,,10001.0,57.0,7975.5,329851.0,,,0.0,2.0,1.0,0.5,0.15151469237972004,,4.999500049995,0.03703689986333384,,6.0,0.059994000599940006,1.9998000199980002,,,0.9999999999999961,0.0,,1.8737959096740204,0.0,,1.8027756377319943,0.0
-1,7300,RAINFOREST_RESIN,10002.0,1.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10003.0,57.0,2.0,319849.0,,,0.0,6.0,1.0,0.16666666666666666,0.031249902344055173,,0.49997500124993743,0.06896527943007093,,2.0,0.019994001799460162,5.9994000599940005,,,2.280350850198272,0.0,,2.347575581554528,0.0,,2.211810403980842,0.0
-1,7400,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,61.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.045454338843914345,0.045454338843914345,,8.0,0.08,,,,2.4899799195977437,0.0,,2.347575581554528,0.0,,2.1343062474478063,0.0
-1,7500,RAINFOREST_RESIN,9995.0,25.0,,,,,10002.0,10.0,10005.0,25.0,,,9998.5,61.0,7973.0,,,,0.0,,3.0,,,,,0.39999840000639997,,7.0,0.07001050157523629,,,,2.4899799195977437,0.0,,1.8287822299126875,0.0,,2.0416711421361615,0.0
-1,7600,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10004.0,2.0,10005.0,20.0,,,10000.0,61.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.09999950000249999,0.09999950000249999,,8.0,0.08,,,,2.4899799195977437,0.0,,1.8287822299126875,0.0,,1.943951483041964,0.0
-1,7700,RAINFOREST_RESIN,9995.0,22.0,,,,,10005.0,22.0,,,,,10000.0,61.0,0.0,,,,0.0,,,,,,,,,10.0,0.1,,,,2.9999999999999987,0.0,,2.1081851067789152,0.0,,2.048748013068623,0.0
-1,7800,RAINFOREST_RESIN,9998.0,3.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10001.0,61.0,7975.5,259880.0,,,0.0,2.0,1.0,0.5,0.11538417159934,,2.9997000299970003,0.045454338843914345,,6.0,0.059994000599940006,1.9998000199980002,,,1.4832396974191315,0.0,,2.097617696340298,0.0,,2.0589982234597786,0.0
-1,7900,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,10004.0,1.0,10005.0,26.0,,,10000.0,61.0,7974.5,,,,0.0,1.0,1.0,1.0,,,0.038461390533113336,0.038461390533113336,,8.0,0.08,,,,1.4832396974191315,0.0,,2.108185106778915,0.0,,2.0589982234597786,0.0
-1,8000,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,61.0,7975.0,,,,0.0,,,,,,,,,10.0,0.1,,,,1.6733200530681513,0.0,,2.3118054512532904,0.0,,2.0589982234597786,0.0
-1,8100,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,61.0,0.0,,,,0.0,1.0,1.0,1.0,,,0.045454338843914345,0.045454338843914345,,8.0,0.08,,,,1.6733200530681513,0.0,,2.3118054512532904,0.0,,2.0589982234597786,0.0
-1,8200,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,66.0,7975.0,,,,0.0,,,,,,,,,10.0,0.1,,,,1.6733200530681513,0.0,,2.40601099101581,0.0,,2.1490511982341367,0.0
-1,8300,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,66.0,7975.5,,,,0.0,1.0,1.0,1.0,,,0.034482639715035464,0.034482639715035464,,8.0,0.08,,,,1.0954451150103341,0.0,,1.3374935098492582,0.0,,2.1490511982341367,0.0
