day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,mid_price_change,returns,log_returns,sma_5,ema_5,volatility_5,rolling_return_5,price_zscore_5,sma_10,ema_10,volatility_10,rolling_return_10,price_zscore_10,sma_20,ema_20,macd,macd_signal,macd_hist,volatility_20,rolling_return_20,price_zscore_20,sma_50,ema_50,volatility_50,rolling_return_50,price_zscore_50,rsi,bb_middle,bb_std,bb_upper,bb_lower,bb_width,bb_pct,atr,atr_pct,bid_ask_imbalance,bid_ask_imbalance_sma,ob_pressure,momentum_5,volume_momentum_5,momentum_10,volume_momentum_10,momentum_20,volume_momentum_20,mean_rev_signal,trend_signal,high_20,low_20,breakout_signal,rolling_sharpe,downside_volatility_20,rolling_sortino,max_drawdown_50,alpha_signal,alpha_signal_norm
-1,1800,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10003.0,12.0,4.0,0.0004000400040002905,0.0003999600093312243,10000.4,10000.81292520128,0.00025494020167092214,1.2997700837846793e-07,1.7143892308294513,10000.15,10000.507596482166,0.00029744326597180805,0.000300357556661357,1.5350065028328082,,10000.717825519896,-0.4171722936698643,-0.6513927381203362,0.23422044445047185,,,,,10001.55413120396,,,,55.76622797233995,,,,,,,7.785714285714286,0.07783379271932706,0.0,0.12424089994708672,0.0,0.0,0.0,0.00029999999999996696,0.0,,,,0,,,0,,,,,0.1,0.0
-1,1900,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10004.0,1.0,10005.0,28.0,,,10000.0,14.0,7975.0,-0.00029991002699192304,-0.0002999550089979961,10000.4,10000.541950134188,0.00025494020167092214,1.2997700837846793e-07,-0.26375218935810035,10000.15,10000.41530621268,0.00031538687683086683,4.475296694339548e-07,-0.0807898159383626,10000.275,10000.649461184668,-0.42677551966880856,-0.6064692944300307,0.17969377476122217,,,-0.17440785540331005,,10001.493184882236,,,,52.72458856640026,10000.275,1.57676384107649,10003.428527682152,9997.121472317847,0.0006306881925051749,0.4563980361491637,7.857142857142857,0.07857142857142857,0.0,0.12424089994708672,0.0,0.0,0.0,0.0,0.0,,,0.17440785540331005,1,10003.0,9996.5,0,,,,,0.45232235662099296,0.0
-1,2000,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,9998.0,1.0,10004.0,2.0,10005.0,24.0,9997.0,14.0,7971.5,-0.00029999999999996696,-0.00030004500900199243,9999.8,9999.361300089458,0.0002880944389228259,-0.0002998700229915885,-1.2915436912402456,9999.85,9999.794341446739,0.0003293506727004758,-0.000299552470330533,-1.351451437115922,9999.975,10000.301893452795,-0.6687521153125999,-0.6189258586065446,-0.04982625670605534,0.00026179766529389726,-0.0005993400039422392,-1.857514217018728,,10001.316981553522,,,,39.62054834838914,9999.975,1.6016028156033053,10003.178205631208,9996.771794368793,0.0006406427278482818,0.03562144574541954,7.678571428571429,0.07680875691278811,0.3333222225925802,0.15757312220634473,2657.078097396753,-0.00029999999999996696,-0.4285714285714286,-0.00029999999999996696,-0.24378109452736318,-0.0005998200539838461,0.0,1.857514217018728,-1,10003.0,9996.5,0,-117.60418445968345,0.00013902857937143272,-178.00766535196794,,0.22391870962413443,0.0
-1,2100,RAINFOREST_RESIN,9996.0,2.0,9995.0,25.0,,,10002.0,3.0,10004.0,2.0,10005.0,25.0,9999.0,16.0,2.0,0.00020006001800543238,0.0002000400086686979,9999.6,9999.240866726306,0.0003114520960260555,-9.981000498615611e-05,-0.273861278752778,9999.75,9999.64991572915,0.00033735146438754405,-9.949245232510062e-05,-0.353009043248621,9999.925,10000.177903600148,-0.6911696518945973,-0.6333746172641552,-0.05779503463044211,0.0002585146868073202,-9.936995894488376e-05,-0.5722866080224193,,10001.226119531815,,,,48.07433445891375,9999.925,1.6163229875248726,10003.157645975049,9996.69235402495,0.0006465340440151919,0.35692834799437584,7.392857142857143,0.07393596502507394,-0.1999960000799984,0.1375735221983449,-0.3999920001599968,-9.999999999998899e-05,-0.7794117647058824,-9.999999999998899e-05,0.006578947368421018,-9.999999999998899e-05,0.002702702702702675,0.5722866080224193,-1,10003.0,9996.5,0,-19.677205764590024,0.00013264083531653714,-30.32385630982008,,-0.2683132176092739,0.0
-1,2200,RAINFOREST_RESIN,9998.0,8.0,9996.0,1.0,9995.0,24.0,10004.0,1.0,10005.0,24.0,,,10001.0,16.0,7975.5,0.00020002000200025627,0.0002000000006667229,10000.0,9999.827244484204,0.00032093349486866777,0.00020020999701408915,0.4472135955000062,10000.2,9999.895385596576,0.00032014830997616173,0.0004505275496751171,0.4411287732558212,9999.975,10000.256198495372,-0.5413125121576741,-0.6149621962428591,0.07364968408518502,0.00026255447772399905,0.0001006500430553725,0.6272434482989094,,10001.217252099195,,,,51.783125129457815,9999.975,1.6341342468852351,10003.24326849377,9996.70673150623,0.0006536553328923198,0.6568108620747529,7.25,0.0724927507249275,0.7777691358984901,0.12444175810036522,6203.097743358408,0.00020002000200025627,0.3999999999999999,0.000450157555144326,-0.08496732026143794,9.999999999998899e-05,-0.0835579514824798,-0.6272434482989094,1,10003.0,9996.5,0,19.70860838214647,0.00013264083531653714,30.714488318156473,,0.3673807926900252,0.0
-1,2300,RAINFOREST_RESIN,9998.0,7.0,9996.0,2.0,9995.0,30.0,10004.0,2.0,10005.0,30.0,,,10001.0,16.0,7975.0,0.0,0.0,9999.6,10000.21816298947,0.00025099383954410695,-0.00019983000698620135,0.8366600265340433,10000.0,10000.096224579016,0.0002394363880236541,-0.00019970002997782288,0.6396021490665635,10000.025,10000.327036733908,-0.41773426863619534,-0.5755166107215264,0.15778234208533104,0.00026255447772399905,0.0001006500430553725,0.5908519816898969,,10001.208732409032,,,,51.783125129457815,10000.025,1.650159481926022,10003.32531896385,9996.724681036148,0.0006600621426148772,0.6477129954225134,7.107142857142857,0.07106432213921464,0.5555493827846357,0.17999669637882879,4430.50632770747,-0.00019994001799461536,0.33333333333333326,-0.00019994001799461536,0.050000000000000044,9.999999999998899e-05,0.014705882352941124,-0.5908519816898969,-1,10003.0,9996.5,0,19.70860838214647,0.00013264083531653714,30.714488318156473,,-0.26614571795004194,0.0
-1,2400,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,16.0,7975.5,-9.999000099991662e-05,-9.999500033332494e-05,9999.6,10000.14544199298,0.00021214971758393633,9.001900580507538e-08,0.23904572186671422,10000.0,10000.078729201012,0.00022111033860834726,2.199960141835433e-07,0.0,10000.025,10000.295890378298,-0.39592528275898076,-0.5395983451290173,0.14367306237003652,0.0002636052393218889,6.600420554558895e-07,-0.015150050812335347,,10001.16133113809,,,,49.99758632341887,10000.025,1.650159481926022,10003.32531896385,9996.724681036148,0.0006600621426148772,0.49621248729691514,7.107142857142857,0.07107142857142856,0.0,0.17999669637882879,0.0,0.0,2.0,0.0,0.38095238095238093,0.0,0.15652173913043477,0.015150050812335347,-1,10003.0,9996.5,0,0.12887145853763385,0.00013104448960230244,0.20281088548787565,,-0.19545498475629938,0.0
-1,2500,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,16.0,0.0,0.0,0.0,10000.2,10000.096961328654,0.00013418197382948177,0.00030009001900577204,-0.23904572186800266,10000.0,10000.064414800827,0.00022111033860834726,2.199960141835433e-07,0.0,10000.1,10000.26771034227,-0.3743265014272765,-0.5065439763886691,0.13221747496139258,0.00026123510495238913,0.00015066004205543937,-0.06208023337005651,,10001.115788740517,,,,49.99758632341887,10000.1,1.6108186869123036,10003.321637373825,9996.878362626176,0.0006443210315546256,0.48447994165748637,7.107142857142857,0.07107142857142856,0.0,0.17999669637882879,0.0,0.00030009002700803755,-0.011904761904761862,0.0,-0.2561576354679803,0.00015002250337547984,-0.08020050125313283,0.06208023337005651,1,10003.0,9996.5,0,29.60897709128016,0.000131869496973035,46.1285425065865,,0.418624070011017,0.0
-1,2600,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,16.0,7974.0,0.0,0.0,10000.4,10000.06464088577,0.00010954999005034224,0.00010003000100033965,-0.7302967433417575,10000.0,10000.052703018859,0.00022111033860834726,2.199960141835433e-07,0.0,9999.975,10000.242214119196,-0.35313855022650387,-0.4758628911562361,0.12272434092973222,0.0002443690818980373,-0.0002493999669458402,0.01657244252951278,,10001.07203231932,,,,56.85962339322547,9999.975,1.508528387117067,10002.992056774234,9996.957943225767,0.0006034128633788432,0.5041431106323792,7.464285714285714,0.07464285714285714,0.0,0.17999669637882879,0.0,0.00010001000100001711,0.49397590361445776,0.0,-0.07947019867549665,-0.00024993751562107924,0.043596730245231585,-0.01657244252951278,1,10003.0,9996.5,0,-51.41472379187153,0.000131869496973035,-76.36037279326582,,0.39502826724114615,0.0
-1,2700,RAINFOREST_RESIN,9998.0,6.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,16.0,7976.0,0.0001500000000000945,0.00014998875112496793,10000.5,10000.543093923847,8.943964487294238e-05,5.0009999000177885e-05,1.414213562375748,10000.25,10000.31584792452,0.0002226724142857991,0.00025021999601426703,0.7883824968414431,10000.05,10000.362003250702,-0.21285581295887823,-0.4232614755167645,0.21040566255788629,0.00024024295743540266,0.00015053754867533353,0.9375142096469387,,10001.088815365621,,,,46.338298847883564,10000.05,1.5466432242630088,10003.143286448525,9996.956713551474,0.0006186541964341698,0.7343785524117542,7.428571428571429,0.07427457309974933,-0.6249980468811034,0.08416466943146042,-4984.98442192368,4.999500049995831e-05,0.185483870967742,0.0002500250025001538,0.2086330935251799,0.0001500000000000945,-0.036553524804177506,-0.9375142096469387,1,10003.0,9996.5,0,31.410218922210017,0.00012717426690712262,47.043645943206556,,-0.0062538722703022465,0.0
-1,2800,RAINFOREST_RESIN,9995.0,25.0,,,,,10005.0,25.0,,,,,10000.0,16.0,7975.0,-0.00014997750337453208,-0.00014998875112491171,10000.3,10000.362062615899,0.00011510055542033912,-9.99675043743542e-05,-0.44721359549983936,9999.95,10000.258421029152,0.00018438529506668126,-0.00029979751136055555,0.03977087275646272,10000.05,10000.327526750636,-0.2201800978564279,-0.3826451999846972,0.1624651021282693,0.00024281715092277768,5.600453008014483e-07,-0.03232807619423537,,10001.046116723832,,,,49.99631606092183,10000.05,1.5466432242630088,10003.143286448525,9996.956713551474,0.0006186541964341698,0.49191798095144046,7.571428571428571,0.07571428571428572,0.0,0.08416466943146042,0.0,-9.999000099991662e-05,0.2789115646258504,-0.00029991002699192304,0.2857142857142858,0.0,0.13008130081300817,0.03232807619423537,1,10003.0,9996.5,0,0.11597807190589715,0.00012709658341614346,0.17507648764332032,,0.40969842285827063,0.0
-1,2900,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,16.0,0.0,0.0,0.0,10000.3,10000.241375077267,0.00010605806359875068,2.249662556241816e-08,-0.44721359549983936,9999.95,10000.211435387488,0.0001581220564265219,1.1251563136749354e-07,0.03977087275646272,10000.05,10000.296333726767,-0.2234093228016718,-0.35079802454809217,0.12738870174642036,0.00024281715092277768,5.600453008014483e-07,-0.03232807619423537,,10001.005092538584,,,,49.99631606092183,10000.05,1.5466432242630088,10003.143286448525,9996.956713551474,0.0006186541964341698,0.49191798095144046,7.428571428571429,0.07428571428571429,0.0,0.08416466943146042,0.0,0.0,-0.2978723404255319,0.0,0.0,0.0,0.0,0.03232807619423537,1,10003.0,9996.5,0,0.11597807190589715,0.00012709658341614346,0.17507648764332032,,0.40969842285827063,0.0
-1,3000,RAINFOREST_RESIN,9998.0,1.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,21.0,7976.5,0.0001500000000000945,0.00014998875112496793,10000.6,10000.660916718178,0.00012549093754107854,0.00015002249662565692,1.0954451150114946,10000.4,10000.44571986249,0.00012349679984616297,0.00045011251563142896,1.3585884998302769,10000.125,10000.410968609931,-0.10373524749775243,-0.3013854691380242,0.1976502216402718,0.0002451218607983169,0.00015056004530089595,0.8701990443637071,,10001.024500674326,,,,53.654872350180966,10000.125,1.5800982647658564,10003.285196529532,9996.964803470468,0.0006320314055138683,0.7175497610908942,7.214285714285714,0.07213203733725655,-0.925922496583346,-0.0417598024861322,-7385.62079399706,0.0001500000000000945,0.18939393939393945,0.00045013504051216735,0.11111111111111116,0.0001500000000000945,-0.05995203836930452,-0.8701990443637071,1,10003.0,9996.5,0,30.970807983712756,0.00012709658341614346,47.06677097902343,,-0.04624421262578132,0.0
-1,3100,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,22.0,7976.0,-0.00014997750337453208,-0.00014998875112491171,10000.6,10000.440611145452,0.00014998875177166937,4.499325112483632e-08,-0.7302967433417344,10000.5,10000.36467988749,0.00012427165766518448,0.00010007499425146449,-0.7500000000026389,10000.125,10000.371828742318,-0.12844945918368467,-0.2667982671471563,0.13834880796347165,0.0002476453807039533,5.825419263638665e-07,-0.07910900403306428,,10000.984324177294,,,,52.37746055024904,10000.125,1.5800982647658564,10003.285196529532,9996.964803470468,0.0006320314055138683,0.4802227489917369,7.357142857142857,0.07357142857142857,0.0,-0.021760202478132363,0.0,0.0,-0.26751592356687903,0.00010001000100001711,-0.004166666666666652,0.0,0.0,0.07910900403306428,1,10003.0,9996.5,0,0.1189613797735119,0.00012655197878516831,0.18254695625345643,,0.42373270120991924,0.0
-1,3200,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0,7976.0,0.0,0.0,10000.3,10000.293740763635,0.00012548824868003307,-0.00014995500674896967,-0.44721359549983936,10000.4,10000.298374453401,0.00010487325836432025,-9.994500774879178e-05,-0.6076436202509884,10000.3,10000.336416481145,-0.1463486340453528,-0.24270834052679563,0.09635970648144282,0.00023357530828054925,0.0003505825419263253,-0.22525949427803996,,10000.945723229166,,,,41.17307986401119,10000.3,1.3317973609093676,10002.963594721818,9997.636405278181,0.0005327029632747616,0.4436851264304808,7.571428571428571,0.07571428571428572,0.0,-0.09953711606798137,0.0,-0.00014997750337453208,-0.26086956521739135,-9.999000099991662e-05,-0.029288702928870314,0.00035012254288990796,-0.05102040816326525,0.22525949427803996,0,10003.0,9997.0,0,74.61251131406763,0.00011166430907790211,117.58662370431017,,0.167577848283412,0.0
-1,3300,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,26.0,0.0,0.0,0.0,10000.3,10000.195827175758,0.00010605806359875068,2.249662556241816e-08,-0.44721359549983936,10000.3,10000.244124552783,0.00010487325836432025,-9.994500774879178e-05,-0.47434164902455345,10000.15,10000.304376816273,-0.15870441339393437,-0.2259075551002234,0.06720314170628902,0.00017997824595019447,-0.00029964503772661466,-0.1281044439524914,,10000.908636043709,,,,49.99500049995001,10000.15,1.1709195666566021,10002.491839133312,9997.808160866687,0.0004683608012504878,0.467973889011868,7.571428571428571,0.07571428571428572,0.0,-0.15509205434644496,0.0,0.0,-0.5411764705882354,-9.999000099991662e-05,-0.02155172413793105,-0.00029991002699192304,0.005376344086021501,0.1281044439524914,1,10003.0,9997.0,0,-75.97978666310658,0.00011166430907790211,-100.50200475592341,,0.43843133318574745,0.0
-1,3400,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,26.0,7976.0,0.0,0.0,10000.3,10000.130551450506,0.00010605806359875068,2.249662556241816e-08,-0.44721359549983936,10000.3,10000.199738270458,9.999250129358768e-05,4.499325112483632e-08,-0.47434164902455345,10000.15,10000.275388548056,-0.16657626999585773,-0.21404129807935027,0.04746502808349254,0.00016701631513769654,2.6498926530837963e-07,-0.1281044439524914,,10000.87300325768,,,,63.62826549348265,10000.15,1.1709195666566021,10002.491839133312,9997.808160866687,0.0004683608012504878,0.467973889011868,7.857142857142857,0.07857142857142857,0.0,-0.15509205434644496,0.0,0.0,0.05128205128205132,0.0,-0.23788546255506604,0.0,0.005347593582887722,0.1281044439524914,1,10003.0,9997.0,0,0.07045401556474415,9.852770723184309e-05,0.0947594262033288,,0.43843133318574745,0.0
-1,3500,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,26.0,7975.5,0.0,0.0,10000.0,10000.087034300337,6.70719785282317e-05,-0.00014997750337453208,,10000.3,10000.163422221283,9.999250129358768e-05,4.499325112483632e-08,-0.47434164902455345,10000.15,10000.24916106729,-0.17084537394293875,-0.20540211325206797,0.034556739309129225,0.00016701631513769654,2.6498926530837963e-07,-0.1281044439524914,,10000.83876783581,,,,55.54691492434511,10000.15,1.1709195666566021,10002.491839133312,9997.808160866687,0.0004683608012504878,0.467973889011868,8.142857142857142,0.08142857142857142,0.0,-0.15509205434644496,0.0,-0.00014997750337453208,0.6097560975609757,0.0,0.2890173410404624,0.0,-0.005319148936170248,0.1281044439524914,-1,10003.0,9997.0,0,0.07045401556474415,9.852770723184309e-05,0.0947594262033288,,-0.16156866681425255,0.0
