day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,mid_price_change,date,time,spread,spread_pct,total_volume
-1,1970-01-01 00:21:40,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,30.0,10004.0,1.0,10005.0,30.0,,,10003.0,10.0,7977.0,1970-01-01,00:21:40,2.0,0.019994001799460162,
-1,1970-01-01 00:23:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,12.0,-3.0,1970-01-01,00:23:20,8.0,0.08,
-1,1970-01-01 00:25:00,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,12.0,7974.0,1970-01-01,00:25:00,10.0,0.1,
-1,1970-01-01 00:26:40,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,12.0,0.0,1970-01-01,00:26:40,10.0,0.1,
-1,1970-01-01 00:28:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10002.0,1.0,10004.0,2.0,10005.0,20.0,9999.0,12.0,7974.0,1970-01-01,00:28:20,6.0,0.06000600060006001,
-1,1970-01-01 00:30:00,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10003.0,12.0,4.0,1970-01-01,00:30:00,2.0,0.019994001799460162,
-1,1970-01-01 00:31:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10004.0,1.0,10005.0,28.0,,,10000.0,14.0,7975.0,1970-01-01,00:31:40,8.0,0.08,
-1,1970-01-01 00:33:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,9998.0,1.0,10004.0,2.0,10005.0,24.0,9997.0,14.0,7971.5,1970-01-01,00:33:20,2.0,0.02000600180054016,
-1,1970-01-01 00:35:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,25.0,,,10002.0,3.0,10004.0,2.0,10005.0,25.0,9999.0,16.0,2.0,1970-01-01,00:35:00,6.0,0.06000600060006001,
-1,1970-01-01 00:36:40,RAINFOREST_RESIN,9998.0,8.0,9996.0,1.0,9995.0,24.0,10004.0,1.0,10005.0,24.0,,,10001.0,16.0,7975.5,1970-01-01,00:36:40,6.0,0.059994000599940006,
-1,1970-01-01 00:38:20,RAINFOREST_RESIN,9998.0,7.0,9996.0,2.0,9995.0,30.0,10004.0,2.0,10005.0,30.0,,,10001.0,16.0,7975.0,1970-01-01,00:38:20,6.0,0.059994000599940006,
-1,1970-01-01 00:40:00,RAINFOREST_RESIN,9995.0,29.0,,,,,10005.0,29.0,,,,,10000.0,16.0,7975.5,1970-01-01,00:40:00,10.0,0.1,
-1,1970-01-01 00:41:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,16.0,0.0,1970-01-01,00:41:40,8.0,0.08,
-1,1970-01-01 00:43:20,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,16.0,7974.0,1970-01-01,00:43:20,10.0,0.1,
-1,1970-01-01 00:45:00,RAINFOREST_RESIN,9998.0,6.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,16.0,7976.0,1970-01-01,00:45:00,7.0,0.06998950157476379,
-1,1970-01-01 00:46:40,RAINFOREST_RESIN,9995.0,25.0,,,,,10005.0,25.0,,,,,10000.0,16.0,7975.0,1970-01-01,00:46:40,10.0,0.1,
-1,1970-01-01 00:48:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,16.0,0.0,1970-01-01,00:48:20,8.0,0.08,
-1,1970-01-01 00:50:00,RAINFOREST_RESIN,9998.0,1.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,21.0,7976.5,1970-01-01,00:50:00,7.0,0.06998950157476379,
-1,1970-01-01 00:51:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,22.0,7976.0,1970-01-01,00:51:40,8.0,0.08,
-1,1970-01-01 00:53:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0,7976.0,1970-01-01,00:53:20,8.0,0.08,
-1,1970-01-01 00:55:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,26.0,0.0,1970-01-01,00:55:00,8.0,0.08,
-1,1970-01-01 00:56:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,26.0,7976.0,1970-01-01,00:56:40,8.0,0.08,
-1,1970-01-01 00:58:20,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,26.0,7975.5,1970-01-01,00:58:20,10.0,0.1,
-1,1970-01-01 01:00:00,RAINFOREST_RESIN,9995.0,21.0,,,,,9998.0,4.0,10005.0,21.0,,,9996.5,26.0,7972.0,1970-01-01,01:00:00,3.0,0.0300105036762867,
-1,1970-01-01 01:01:40,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,23.0,10004.0,1.0,10005.0,23.0,,,10003.0,34.0,6.5,1970-01-01,01:01:40,2.0,0.019994001799460162,
-1,1970-01-01 01:03:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10002.0,10.0,10004.0,2.0,10005.0,23.0,9999.0,36.0,7974.5,1970-01-01,01:03:20,6.0,0.06000600060006001,
-1,1970-01-01 01:05:00,RAINFOREST_RESIN,9998.0,1.0,9996.0,1.0,9995.0,25.0,10004.0,1.0,10005.0,25.0,,,10001.0,37.0,7976.5,1970-01-01,01:05:00,6.0,0.059994000599940006,
-1,1970-01-01 01:06:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,37.0,7975.5,1970-01-01,01:06:40,8.0,0.08,
-1,1970-01-01 01:08:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,27.0,,,10004.0,2.0,10005.0,27.0,,,10000.0,37.0,0.0,1970-01-01,01:08:20,8.0,0.08,
-1,1970-01-01 01:10:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10002.0,4.0,10004.0,2.0,10005.0,24.0,9999.0,37.0,7974.0,1970-01-01,01:10:00,6.0,0.06000600060006001,
-1,1970-01-01 01:11:40,RAINFOREST_RESIN,9995.0,22.0,,,,,9998.0,1.0,10000.0,6.0,10005.0,22.0,9996.5,42.0,7973.0,1970-01-01,01:11:40,3.0,0.0300105036762867,
-1,1970-01-01 01:13:20,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,46.0,7975.5,1970-01-01,01:13:20,10.0,0.1,
-1,1970-01-01 01:15:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10002.0,10.0,10004.0,1.0,10005.0,28.0,9999.0,46.0,-1.0,1970-01-01,01:15:00,6.0,0.06000600060006001,
-1,1970-01-01 01:16:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10002.0,10.0,10004.0,1.0,10005.0,29.0,9999.0,46.0,7974.5,1970-01-01,01:16:40,6.0,0.06000600060006001,
-1,1970-01-01 01:18:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,46.0,7976.0,1970-01-01,01:18:20,8.0,0.08,
-1,1970-01-01 01:20:00,RAINFOREST_RESIN,9998.0,6.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10001.0,46.0,7976.0,1970-01-01,01:20:00,6.0,0.059994000599940006,
-1,1970-01-01 01:21:40,RAINFOREST_RESIN,9995.0,22.0,,,,,10002.0,7.0,10005.0,22.0,,,9998.5,48.0,-2.5,1970-01-01,01:21:40,7.0,0.07001050157523629,
-1,1970-01-01 01:23:20,RAINFOREST_RESIN,9998.0,3.0,9996.0,2.0,9995.0,28.0,10004.0,2.0,10005.0,28.0,,,10001.0,48.0,7976.0,1970-01-01,01:23:20,6.0,0.059994000599940006,
-1,1970-01-01 01:25:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,48.0,7975.5,1970-01-01,01:25:00,8.0,0.08,
-1,1970-01-01 01:26:40,RAINFOREST_RESIN,9998.0,9.0,9996.0,1.0,9995.0,26.0,10004.0,1.0,10005.0,26.0,,,10001.0,48.0,7976.5,1970-01-01,01:26:40,6.0,0.059994000599940006,
-1,1970-01-01 01:28:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,20.0,,,10004.0,1.0,10005.0,20.0,,,10000.0,48.0,-1.0,1970-01-01,01:28:20,8.0,0.08,
-1,1970-01-01 01:30:00,RAINFOREST_RESIN,9995.0,21.0,,,,,10005.0,21.0,,,,,10000.0,48.0,7974.5,1970-01-01,01:30:00,10.0,0.1,
-1,1970-01-01 01:31:40,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,48.0,7975.0,1970-01-01,01:31:40,10.0,0.1,
-1,1970-01-01 01:33:20,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,48.0,7974.0,1970-01-01,01:33:20,10.0,0.1,
-1,1970-01-01 01:35:00,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,48.0,1.5,1970-01-01,01:35:00,7.0,0.06998950157476379,
-1,1970-01-01 01:36:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,48.0,7974.5,1970-01-01,01:36:40,8.0,0.08,
-1,1970-01-01 01:38:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,28.0,,,10004.0,2.0,10005.0,28.0,,,10000.0,48.0,7974.5,1970-01-01,01:38:20,8.0,0.08,
-1,1970-01-01 01:40:00,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,48.0,7974.5,1970-01-01,01:40:00,10.0,0.1,
-1,1970-01-01 01:41:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,48.0,0.0,1970-01-01,01:41:40,8.0,0.08,
-1,1970-01-01 01:43:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,48.0,7974.5,1970-01-01,01:43:20,8.0,0.08,
-1,1970-01-01 01:45:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10004.0,2.0,10005.0,23.0,,,10000.0,48.0,7974.5,1970-01-01,01:45:00,8.0,0.08,
-1,1970-01-01 01:46:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,48.0,7974.5,1970-01-01,01:46:40,8.0,0.08,
-1,1970-01-01 01:48:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,9998.0,1.0,10004.0,1.0,10005.0,26.0,9997.0,48.0,-3.0,1970-01-01,01:48:20,2.0,0.02000600180054016,
-1,1970-01-01 01:50:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,50.0,7974.5,1970-01-01,01:50:00,8.0,0.08,
-1,1970-01-01 01:51:40,RAINFOREST_RESIN,9995.0,20.0,,,,,10002.0,3.0,10005.0,20.0,,,9998.5,55.0,7972.0,1970-01-01,01:51:40,7.0,0.07001050157523629,
-1,1970-01-01 01:53:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,55.0,7975.0,1970-01-01,01:53:20,8.0,0.08,
-1,1970-01-01 01:55:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,10002.0,5.0,10004.0,1.0,10005.0,26.0,9999.0,55.0,-1.0,1970-01-01,01:55:00,6.0,0.06000600060006001,
-1,1970-01-01 01:56:40,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,55.0,7976.5,1970-01-01,01:56:40,7.0,0.06998950157476379,
-1,1970-01-01 01:58:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,57.0,7974.5,1970-01-01,01:58:20,8.0,0.08,
-1,1970-01-01 02:00:00,RAINFOREST_RESIN,9998.0,5.0,9996.0,1.0,9995.0,27.0,10004.0,1.0,10005.0,27.0,,,10001.0,57.0,7975.5,1970-01-01,02:00:00,6.0,0.059994000599940006,
-1,1970-01-01 02:01:40,RAINFOREST_RESIN,10002.0,1.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10003.0,57.0,2.0,1970-01-01,02:01:40,2.0,0.019994001799460162,
-1,1970-01-01 02:03:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,61.0,7974.5,1970-01-01,02:03:20,8.0,0.08,
-1,1970-01-01 02:05:00,RAINFOREST_RESIN,9995.0,25.0,,,,,10002.0,10.0,10005.0,25.0,,,9998.5,61.0,7973.0,1970-01-01,02:05:00,7.0,0.07001050157523629,
-1,1970-01-01 02:06:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10004.0,2.0,10005.0,20.0,,,10000.0,61.0,7974.5,1970-01-01,02:06:40,8.0,0.08,
-1,1970-01-01 02:08:20,RAINFOREST_RESIN,9995.0,22.0,,,,,10005.0,22.0,,,,,10000.0,61.0,0.0,1970-01-01,02:08:20,10.0,0.1,
-1,1970-01-01 02:10:00,RAINFOREST_RESIN,9998.0,3.0,9996.0,1.0,9995.0,22.0,10004.0,1.0,10005.0,22.0,,,10001.0,61.0,7975.5,1970-01-01,02:10:00,6.0,0.059994000599940006,
-1,1970-01-01 02:11:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,10004.0,1.0,10005.0,26.0,,,10000.0,61.0,7974.5,1970-01-01,02:11:40,8.0,0.08,
-1,1970-01-01 02:13:20,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,61.0,7975.0,1970-01-01,02:13:20,10.0,0.1,
-1,1970-01-01 02:15:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,61.0,0.0,1970-01-01,02:15:00,8.0,0.08,
-1,1970-01-01 02:16:40,RAINFOREST_RESIN,9995.0,23.0,,,,,10005.0,23.0,,,,,10000.0,66.0,7975.0,1970-01-01,02:16:40,10.0,0.1,
-1,1970-01-01 02:18:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10004.0,1.0,10005.0,29.0,,,10000.0,66.0,7975.5,1970-01-01,02:18:20,8.0,0.08,
-1,1970-01-01 02:20:00,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,66.0,0.0,1970-01-01,02:20:00,10.0,0.1,
-1,1970-01-01 02:21:40,RAINFOREST_RESIN,9998.0,10.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10001.0,66.0,7976.5,1970-01-01,02:21:40,6.0,0.059994000599940006,
-1,1970-01-01 02:23:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,66.0,-1.0,1970-01-01,02:23:20,8.0,0.08,
-1,1970-01-01 02:25:00,RAINFOREST_RESIN,9998.0,10.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,66.0,7977.5,1970-01-01,02:25:00,7.0,0.06998950157476379,
-1,1970-01-01 02:26:40,RAINFOREST_RESIN,9995.0,25.0,,,,,9998.0,1.0,10005.0,25.0,,,9996.5,66.0,-5.0,1970-01-01,02:26:40,3.0,0.0300105036762867,
-1,1970-01-01 02:28:20,RAINFOREST_RESIN,9998.0,9.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,68.0,7976.0,1970-01-01,02:28:20,7.0,0.06998950157476379,
-1,1970-01-01 02:30:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,29.0,,,10004.0,2.0,10005.0,29.0,,,10000.0,68.0,-1.5,1970-01-01,02:30:00,8.0,0.08,
-1,1970-01-01 02:31:40,RAINFOREST_RESIN,9998.0,3.0,9996.0,2.0,9995.0,27.0,10004.0,2.0,10005.0,27.0,,,10001.0,68.0,7976.5,1970-01-01,02:31:40,6.0,0.059994000599940006,
-1,1970-01-01 02:33:20,RAINFOREST_RESIN,9998.0,10.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,68.0,0.5,1970-01-01,02:33:20,7.0,0.06998950157476379,
-1,1970-01-01 02:35:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,20.0,,,10004.0,1.0,10005.0,20.0,,,10000.0,68.0,7975.5,1970-01-01,02:35:00,8.0,0.08,
-1,1970-01-01 02:36:40,RAINFOREST_RESIN,9998.0,2.0,9996.0,2.0,9995.0,21.0,10004.0,2.0,10005.0,21.0,,,10001.0,68.0,1.0,1970-01-01,02:36:40,6.0,0.059994000599940006,
-1,1970-01-01 02:38:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,68.0,7975.5,1970-01-01,02:38:20,8.0,0.08,
-1,1970-01-01 02:40:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,68.0,0.0,1970-01-01,02:40:00,8.0,0.08,
-1,1970-01-01 02:41:40,RAINFOREST_RESIN,9995.0,22.0,,,,,10002.0,1.0,10005.0,22.0,,,9998.5,68.0,7974.0,1970-01-01,02:41:40,7.0,0.07001050157523629,
-1,1970-01-01 02:43:20,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,68.0,1.5,1970-01-01,02:43:20,10.0,0.1,
-1,1970-01-01 02:45:00,RAINFOREST_RESIN,9995.0,25.0,,,,,10005.0,25.0,,,,,10000.0,68.0,7974.5,1970-01-01,02:45:00,10.0,0.1,
-1,1970-01-01 02:46:40,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,68.0,0.0,1970-01-01,02:46:40,10.0,0.1,
-1,1970-01-01 02:48:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10002.0,3.0,10004.0,1.0,10005.0,24.0,9999.0,68.0,7974.5,1970-01-01,02:48:20,6.0,0.06000600060006001,
-1,1970-01-01 02:50:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,26.0,,,10004.0,2.0,10005.0,26.0,,,10000.0,68.0,1.0,1970-01-01,02:50:00,8.0,0.08,
-1,1970-01-01 02:51:40,RAINFOREST_RESIN,9998.0,4.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,68.0,7977.0,1970-01-01,02:51:40,7.0,0.06998950157476379,
-1,1970-01-01 02:53:20,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,28.0,10004.0,1.0,10005.0,28.0,,,10003.0,68.0,1.5,1970-01-01,02:53:20,2.0,0.019994001799460162,
-1,1970-01-01 02:55:00,RAINFOREST_RESIN,9998.0,4.0,9996.0,2.0,9995.0,29.0,10004.0,2.0,10005.0,29.0,,,10001.0,70.0,7976.5,1970-01-01,02:55:00,6.0,0.059994000599940006,
-1,1970-01-01 02:56:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,29.0,,,10000.0,4.0,10004.0,2.0,10005.0,29.0,9998.0,70.0,-3.0,1970-01-01,02:56:40,4.0,0.040008001600320066,
-1,1970-01-01 02:58:20,RAINFOREST_RESIN,9998.0,8.0,9995.0,28.0,,,10005.0,28.0,,,,,10001.5,70.0,7978.0,1970-01-01,02:58:20,7.0,0.06998950157476379,
-1,1970-01-01 03:00:00,RAINFOREST_RESIN,9998.0,5.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10001.0,70.0,-0.5,1970-01-01,03:00:00,6.0,0.059994000599940006,
-1,1970-01-01 03:01:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,27.0,,,10004.0,1.0,10005.0,27.0,,,10000.0,75.0,7976.5,1970-01-01,03:01:40,8.0,0.08,
-1,1970-01-01 03:03:20,RAINFOREST_RESIN,9995.0,24.0,,,,,10002.0,7.0,10005.0,24.0,,,9998.5,75.0,7974.0,1970-01-01,03:03:20,7.0,0.07001050157523629,
-1,1970-01-01 03:05:00,RAINFOREST_RESIN,9998.0,3.0,9995.0,21.0,,,10005.0,21.0,,,,,10001.5,75.0,3.0,1970-01-01,03:05:00,7.0,0.06998950157476379,
-1,1970-01-01 03:06:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,21.0,,,10002.0,7.0,10004.0,2.0,10005.0,21.0,9999.0,80.0,7975.5,1970-01-01,03:06:40,6.0,0.06000600060006001,
-1,1970-01-01 03:08:20,RAINFOREST_RESIN,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,80.0,7976.5,1970-01-01,03:08:20,8.0,0.08,
-1,1970-01-01 03:10:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,80.0,7976.5,1970-01-01,03:10:00,8.0,0.08,
-1,1970-01-01 03:11:40,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10002.0,7.0,10004.0,1.0,10005.0,25.0,9999.0,82.0,-1.0,1970-01-01,03:11:40,6.0,0.06000600060006001,
-1,1970-01-01 03:13:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,27.0,,,10002.0,2.0,10004.0,2.0,10005.0,27.0,9999.0,82.0,7976.0,1970-01-01,03:13:20,6.0,0.06000600060006001,
-1,1970-01-01 03:15:00,RAINFOREST_RESIN,9996.0,2.0,9995.0,21.0,,,10004.0,2.0,10005.0,21.0,,,10000.0,82.0,7977.5,1970-01-01,03:15:00,8.0,0.08,
-1,1970-01-01 03:16:40,RAINFOREST_RESIN,9998.0,10.0,9995.0,29.0,,,10000.0,5.0,10005.0,29.0,,,9999.0,82.0,7976.0,1970-01-01,03:16:40,2.0,0.020002000200020003,
-1,1970-01-01 03:18:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,82.0,1.0,1970-01-01,03:18:20,8.0,0.08,
-1,1970-01-01 03:20:00,RAINFOREST_RESIN,10002.0,1.0,9995.0,20.0,,,10005.0,20.0,,,,,10003.5,82.0,7980.0,1970-01-01,03:20:00,3.0,0.029989503673714196,
-1,1970-01-01 03:21:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,25.0,,,10004.0,2.0,10005.0,25.0,,,10000.0,84.0,7976.0,1970-01-01,03:21:40,8.0,0.08,
-1,1970-01-01 03:23:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,28.0,,,10004.0,2.0,10005.0,28.0,,,10000.0,84.0,7975.5,1970-01-01,03:23:20,8.0,0.08,
-1,1970-01-01 03:25:00,RAINFOREST_RESIN,9998.0,6.0,9996.0,1.0,9995.0,28.0,10004.0,1.0,10005.0,28.0,,,10001.0,84.0,1.0,1970-01-01,03:25:00,6.0,0.059994000599940006,
-1,1970-01-01 03:26:40,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,84.0,7975.5,1970-01-01,03:26:40,10.0,0.1,
-1,1970-01-01 03:28:20,RAINFOREST_RESIN,9995.0,20.0,,,,,10005.0,20.0,,,,,10000.0,84.0,7975.5,1970-01-01,03:28:20,10.0,0.1,
-1,1970-01-01 03:30:00,RAINFOREST_RESIN,9995.0,22.0,,,,,10005.0,22.0,,,,,10000.0,84.0,7975.5,1970-01-01,03:30:00,10.0,0.1,
-1,1970-01-01 03:31:40,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10004.0,2.0,10005.0,20.0,,,10000.0,84.0,0.0,1970-01-01,03:31:40,8.0,0.08,
-1,1970-01-01 03:33:20,RAINFOREST_RESIN,9996.0,2.0,9995.0,20.0,,,10004.0,2.0,10005.0,20.0,,,10000.0,84.0,7975.5,1970-01-01,03:33:20,8.0,0.08,
-1,1970-01-01 03:35:00,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10002.0,3.0,10004.0,1.0,10005.0,28.0,9999.0,84.0,7974.5,1970-01-01,03:35:00,6.0,0.06000600060006001,
