day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,mid_price_change,effective_spread,mid_price_future,price_impact,realized_spread,mid_price_pct_change,trade_size_proxy,amihud,volume_imbalance,vpin_proxy,roll_cov,roll_spread,kyle_lambda_20,kyle_lambda_40,return_autocorr_1,return_autocorr_5,return_autocorr_10,volatility_10,range_volatility_10,volatility_20,range_volatility_20,volatility_50,range_volatility_50
-1,2900,RAINFOREST_RESIN,9996.0,1.0,9995.0,25.0,,,10004.0,1.0,10005.0,25.0,,,10000.0,16.0,0.0,0.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3148145233198858,2.972222222222222,3.4480268109295333,-0.03858067750149878,,-0.4776597294885886,0.5885941837426851,-0.2562593314943,0.01581220564265218,0.07299895051752439,0.02428171509227776,0.06999970065252556,,
-1,3000,RAINFOREST_RESIN,9998.0,1.0,9995.0,26.0,,,10005.0,26.0,,,,,10001.5,21.0,1.5,0.0,10000.0,-1.5,-1.5,0.01500000000000945,13.5,0.0011111028807201022,25.0,0.4833329305558912,2.972222222222222,3.4480268109295333,0.002961078150551196,,-0.4731849008094298,0.5762463532275226,-0.4002929857476719,0.012349679984616285,0.07799730049494676,0.024512186079831685,0.06849917573126374,,
-1,3100,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,22.0,-1.5,0.0,9996.5,-3.5,-3.5,-0.014997750337453208,2.0,0.0074985002437144175,0.0,0.4769870485464029,3.1125730994152043,3.528497186857433,0.008037212122924674,,-0.5152182431237122,0.5630561600585937,-0.5009814596474501,0.012427165766518438,0.07999670043494075,0.02476453807039532,0.06849917573126374,,
-1,3200,RAINFOREST_RESIN,9996.0,1.0,9995.0,22.0,,,10004.0,1.0,10005.0,22.0,,,10000.0,24.0,0.0,0.0,10003.0,3.0,-3.0,0.0,1.0,0.0,0.0,0.43103411117749035,1.8026315789473681,2.6852423197524415,0.07483715597549201,,-0.4063896409076902,0.5480940843401814,-0.3822642956057903,0.010487325836432011,0.08199730037494676,0.023357530828054918,0.07099865054744942,,
-1,3300,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,26.0,0.0,0.0,9999.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.39647542160755805,0.7500000000000001,1.7320508075688774,0.09598678701204408,,-0.236416856094505,0.27618993626487703,-0.5398783011233705,0.010487325836432011,0.08399790031495276,0.017997824595019443,0.0739989504574764,,
-1,3400,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,26.0,0.0,0.0,10001.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.520230612450159,0.75,1.7320508075688772,0.08622541884132774,,-0.2547238607789612,0.1105029708469105,-0.7538355637551284,0.009999250129358754,0.08199790031495274,0.016701631513769646,0.07399895045747641,,
-1,3500,RAINFOREST_RESIN,9995.0,26.0,,,,,10005.0,26.0,,,,,10000.0,26.0,0.0,0.0,10000.0,0.0,0.0,0.0,26.0,0.0,0.0,0.4035870819846798,0.75,1.7320508075688772,0.08622541884132774,,-0.2547238607789612,0.12463430233886952,-0.7538355637551284,0.009999250129358754,0.08399790031495276,0.016701631513769646,0.0739989504574764,,
-1,3600,RAINFOREST_RESIN,9995.0,21.0,,,,,9998.0,4.0,10005.0,21.0,,,9996.5,26.0,-3.5,0.0,10000.0,3.5,-3.5,-0.034999999999996145,12.5,0.0027999776001788905,17.0,0.613860778355665,0.75,1.7320508075688772,0.030583291664835626,,-0.23193785505950829,0.24994942368674283,-0.505321730032687,0.01491604849229653,0.07699895068258143,0.01844449447946278,0.07049947564129073,,
-1,3700,RAINFOREST_RESIN,10002.0,1.0,9996.0,1.0,9995.0,23.0,10004.0,1.0,10005.0,23.0,,,10003.0,34.0,6.5,0.0,9999.0,-4.0,-4.0,0.065022757965294,1.0,0.06501625633966003,0.0,0.48837152514938936,1.7916666666666665,2.6770630673681683,0.005266972387170781,,-0.4240507583257982,0.1923958469567128,-0.07898556594124277,0.026045349846448775,0.07199940070505106,0.023589367976246323,0.06849887570126074,,
-1,3800,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10002.0,10.0,10004.0,2.0,10005.0,23.0,9999.0,36.0,-4.0,0.0,9996.5,-2.5,-2.5,-0.03998800359892307,6.0,0.00666455619055067,8.0,0.7462675428842643,2.569444444444444,3.2058973436118907,0.005266972387170781,,-0.49248919498390253,0.2035598005551279,0.1660759091481589,0.02885212465034869,0.06800000076505706,0.023588415677409057,0.07049947564129073,,
-1,3900,RAINFOREST_RESIN,9998.0,1.0,9996.0,1.0,9995.0,25.0,10004.0,1.0,10005.0,25.0,,,10001.0,37.0,2.0,0.0,10000.0,-1.0,-1.0,0.020002000200025627,1.0,0.020000000200005627,0.0,0.7462675428842643,3.50219298245614,3.7428294016458405,-0.013803100049137217,,-0.6669600293136555,0.17378384629937516,0.19577466792781928,0.02961218565207424,0.06599940082505107,0.02310980000435249,0.06949917567128773,,
-1,4000,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,37.0,-1.0,0.0,9999.0,-1.0,-1.0,-0.009999000099991662,2.0,0.004999250087491456,0.0,0.4504496388294796,3.303362573099415,3.6350309891935804,-0.01844748991905566,-0.01256893909555904,-0.6566185445477672,0.21508864623839552,0.3654744795354812,0.02935342468715493,0.06700045066757469,0.022132460984315608,0.07249887558126072,,
-1,4100,RAINFOREST_RESIN,9996.0,2.0,9995.0,27.0,,,10004.0,2.0,10005.0,27.0,,,10000.0,37.0,0.0,0.0,9999.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.4504496388294796,3.5109649122807016,3.747513795721479,-0.01263665172106267,-0.017365678278615692,-0.7227985876880738,0.1765637432750604,0.43984904821804116,0.028967528482963863,0.06700045066757468,0.021700035398134802,0.07349857555125773,,
-1,4200,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10002.0,4.0,10004.0,2.0,10005.0,24.0,9999.0,37.0,-1.0,0.0,10000.0,1.0,-1.0,-0.009999999999998899,3.0,0.0033332222259254353,2.0,0.4695644007575639,3.5197368421052633,3.7521923416079104,-0.016478293360265288,-0.016671781332277674,-0.7377308555891239,-0.012605937206606957,0.5145207324956153,0.0291397682951108,0.0650010507275807,0.021314673655106555,0.07349917555126373,,
-1,4300,RAINFOREST_RESIN,9995.0,22.0,,,,,9998.0,1.0,10000.0,6.0,10005.0,22.0,9996.5,42.0,-2.5,0.0,10001.0,4.5,-4.5,-0.025002500250026483,11.5,0.0021741115512062055,21.0,0.7164168411688937,3.3954678362573096,3.685359052389501,-0.041404423668041444,-0.030649795909203897,-0.6892205653646947,0.09940005899748648,0.48928586405074254,0.030101552514821734,0.06000210109520937,0.021976019058831522,0.07200000070508106,,
-1,4400,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,46.0,3.5,0.0,9998.5,-1.5,-1.5,0.035012254288990796,30.0,0.0011670712527288509,0.0,0.505262626039341,3.8611111111111107,3.929942040850532,-0.056452405695896705,-0.03646285281007751,-0.7139111140441011,0.17279184706554057,0.48732780484553084,0.03249451619322452,0.06200210109520935,0.02339917605895376,0.07200000070508104,,
-1,4500,RAINFOREST_RESIN,9996.0,1.0,9995.0,28.0,,,10002.0,10.0,10004.0,1.0,10005.0,28.0,9999.0,46.0,-1.0,0.0,10001.0,2.0,-2.0,-0.009999999999998899,5.5,0.0018181487609314193,9.0,0.7650996441615514,4.055555555555555,4.0276819911981905,-0.05954609543461387,-0.031163690666053682,-0.6986628587912843,0.18415773222000495,0.48503554121943027,0.03264818739344295,0.058002701155215365,0.023505832839789995,0.07100030073508407,,
-1,4600,RAINFOREST_RESIN,9996.0,1.0,9995.0,29.0,,,10002.0,10.0,10004.0,1.0,10005.0,29.0,9999.0,46.0,0.0,0.0,10000.0,1.0,-1.0,0.0,5.5,0.0,9.0,0.725924850481703,4.0628654970760225,4.031310207402067,-0.05986331586960798,-0.06880137456567265,-0.7052835827408505,0.18596750886792418,0.37072390253746823,0.030396097522103368,0.06100225084759269,0.023505832839789995,0.06900060076508706,,
-1,4700,RAINFOREST_RESIN,9996.0,2.0,9995.0,30.0,,,10004.0,2.0,10005.0,30.0,,,10000.0,46.0,1.0,0.0,10001.0,1.0,-1.0,0.010001000100001711,2.0,0.00500025003749898,0.0,0.7153274228796745,3.9305555555555554,3.9651257511234395,-0.09451711893545756,-0.07542362026223674,-0.6938111632870541,0.17564406560186296,0.22720848688875683,0.02150002030104879,0.06700285066764668,0.023358484172796286,0.06950112568634888,,
-1,4800,RAINFOREST_RESIN,9998.0,6.0,9996.0,2.0,9995.0,22.0,10004.0,2.0,10005.0,22.0,,,10001.0,46.0,1.0,0.0,10000.0,-1.0,-1.0,0.009999999999998899,4.0,0.0024999375015621857,4.0,0.6766907117432905,3.874999999999999,3.937003937005905,-0.10284827535401331,-0.07582861094670697,-0.68393003560932,0.1464939355408098,0.026708158721901083,0.017355780181180894,0.06700165066763468,0.023224243345544633,0.06750082571634587,,
-1,4900,RAINFOREST_RESIN,9995.0,22.0,,,,,10002.0,7.0,10005.0,22.0,,,9998.5,48.0,-2.5,0.0,10000.0,1.5,-1.5,-0.024997500249979154,14.5,0.0017239536451458372,15.0,0.7499990625011719,4.005116959064328,4.00255766182791,-0.11691218498513392,-0.08545011026370969,-0.6916309905755853,0.04416272866112374,-0.07809898313597093,0.017992063813819476,0.0680033007651643,0.023915090756048005,0.06700135079510769,,0.06960026070903161
-1,5000,RAINFOREST_RESIN,9998.0,3.0,9996.0,2.0,9995.0,28.0,10004.0,2.0,10005.0,28.0,,,10001.0,48.0,2.5,0.0,10000.0,-1.0,-1.0,0.025003750562579974,2.5,0.010001100181024748,1.0,0.7577630338347405,4.227339181286549,4.112098822395468,-0.22091994743102608,-0.08964798291542181,-0.7030736856618323,0.020796821254245257,-0.09314069836014684,0.01969498383761389,0.0660027008251583,0.024362218257732954,0.06650157574636649,0.02305593234091424,0.0704002606850412
-1,5100,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,48.0,-1.0,0.0,10000.0,0.0,0.0,-0.009999000099991662,1.0,0.009998000299961665,0.0,0.7672946323337958,4.375,4.183300132670378,-0.2235034551110734,-0.08758853575738694,-0.7095551982102857,-0.031084209509625746,-0.09580218879647623,0.020002903966055332,0.06600270082515831,0.02422819679725338,0.0665015757463665,0.022702888957269365,0.0704002606850412
-1,5200,RAINFOREST_RESIN,9998.0,9.0,9996.0,1.0,9995.0,26.0,10004.0,1.0,10005.0,26.0,,,10001.0,48.0,1.0,0.0,10001.5,0.5,-0.5,0.009999999999998899,5.0,0.0019999600007997637,8.0,0.8220848808774467,4.4305555555555545,4.209776980105029,-0.2216689866888198,-0.0652497017216851,-0.7121465776531394,-0.030106491900246654,-0.11111680547388403,0.019891297612190988,0.0660015008251463,0.02433110325019823,0.0655012757763635,0.022746870912128826,0.06960014069704
-1,5300,RAINFOREST_RESIN,9996.0,1.0,9995.0,20.0,,,10004.0,1.0,10005.0,20.0,,,10000.0,48.0,-1.0,0.0,10000.0,0.0,0.0,-0.009999000099991662,1.0,0.009998000299961665,0.0,0.6478864114275895,4.486111111111111,4.236088342379611,-0.21596650044121468,-0.0489830482598793,-0.7146951004131469,-0.05120309566868,-0.046285922187583275,0.018114604122347115,0.07100045045751763,0.02444444278493864,0.0655012757763635,0.022792595101340404,0.06960014069704
-1,5400,RAINFOREST_RESIN,9995.0,21.0,,,,,10005.0,21.0,,,,,10000.0,48.0,0.0,0.0,10000.0,0.0,0.0,0.0,21.0,0.0,0.0,0.7419342872027626,4.486111111111111,4.236088342379611,-0.21596650044121468,-0.05548970964460161,-0.7113702869577658,-0.05265965181151961,-0.08337756482740832,0.014337373699477489,0.07100045045751763,0.02444444278493864,0.0665012757763635,0.022792595101340404,0.07000014069704
-1,5500,RAINFOREST_RESIN,9995.0,27.0,,,,,10005.0,27.0,,,,,10000.0,48.0,0.0,0.0,10000.0,0.0,0.0,0.0,27.0,0.0,0.0,0.44311324178054873,4.48611111111111,4.2360883423796105,-0.21596650044121468,-0.05548970964460161,-0.7555894291484532,-0.0502187278272964,-0.08313016083082359,0.013904531878975473,0.07499985039751163,0.02444444278493864,0.0665012757763635,0.022689582624433862,0.07059993066553527
-1,5600,RAINFOREST_RESIN,9995.0,28.0,,,,,10005.0,28.0,,,,,10000.0,48.0,0.0,0.0,10000.0,0.0,0.0,0.0,28.0,0.0,0.0,0.2641506941974583,3.191520467836258,3.5729654170373704,-0.19392349062577005,-0.05548970964460161,-0.7485925568582524,-0.0531966433067723,-0.09849924890360086,0.013904531878975473,0.07899925033750564,0.023017883462468622,0.07000075059254918,0.021954386091642103,0.0716001806030509
-1,5700,RAINFOREST_RESIN,9998.0,2.0,9995.0,27.0,,,10005.0,27.0,,,,,10001.5,48.0,1.5,0.0,10000.0,-1.5,-1.5,0.01500000000000945,14.5,0.001034475624306691,25.0,0.44725700653417166,1.755847953216374,2.650168261236538,-0.06780354148019152,-0.032330957729562626,-0.6163762763403918,0.10730080452725975,-0.28993345539462073,0.014346884329973001,0.077998200494982,0.01793838420413506,0.07250052558131434,0.0217714850522643,0.07099997063454618
-1,5800,RAINFOREST_RESIN,9996.0,1.0,9995.0,30.0,,,10004.0,1.0,10005.0,30.0,,,10000.0,48.0,-1.5,0.0,10000.0,0.0,0.0,-0.014997750337453208,1.0,0.01499625071238197,0.0,0.42424205693328404,1.4510233918128657,2.409168646494359,-0.048987326148586315,-0.02120547174810681,-0.5911799265680098,-0.10359485686785885,-0.24970393919016476,0.01486971594533052,0.07999880043498801,0.01580471912511484,0.07350022555131133,0.021878785745952565,0.07099997063454618
-1,5900,RAINFOREST_RESIN,9996.0,2.0,9995.0,28.0,,,10004.0,2.0,10005.0,28.0,,,10000.0,48.0,0.0,0.0,10000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3300967668963428,1.347222222222222,2.321398046197353,-0.040412263470807716,-0.027273918647082708,-0.564308379664003,-0.35929753904680634,-0.031472851538091685,0.012259037740487764,0.08099775027746436,0.015123979367615956,0.07450052552131434,0.021878785745952565,0.07099997063454616
-1,6000,RAINFOREST_RESIN,9995.0,30.0,,,,,10005.0,30.0,,,,,10000.0,48.0,0.0,0.0,9997.0,-3.0,-3.0,0.0,30.0,0.0,0.0,0.2528733694456939,1.347222222222222,2.321398046197353,-0.04469979480969702,-0.031830633040292204,-0.570564674421945,-0.4070595632919867,0.09958470850957048,0.009067040545621251,0.08499835021747039,0.014957761638924556,0.07550052552131434,0.021878785745952565,0.07099997063454618
-1,6100,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,48.0,0.0,0.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2528733694456939,1.347222222222222,2.321398046197353,-0.04469979480969702,-0.028615223145256236,-0.5777670836820599,-0.4070595632919869,0.09807493944162568,0.008497793943322443,0.08499835021747038,0.014957761638924556,0.07550052552131434,0.021878785745952565,0.07099997063454618
-1,6200,RAINFOREST_RESIN,9996.0,1.0,9995.0,21.0,,,10004.0,1.0,10005.0,21.0,,,10000.0,48.0,0.0,0.0,9998.5,-1.5,-1.5,0.0,1.0,0.0,0.0,0.19762830227011677,1.4963450292397655,2.446503651531929,-0.046452927385162025,-0.030882645542802394,-0.7111697044427797,-0.3765087868963523,0.1947573656257494,0.007745385839708837,0.08699895015747638,0.014771838031550123,0.07650022549131134,0.02128797583985074,0.07199976056102045
-1,6300,RAINFOREST_RESIN,9996.0,2.0,9995.0,23.0,,,10004.0,2.0,10005.0,23.0,,,10000.0,48.0,0.0,0.0,10000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19607827758566462,1.0,2.0,-0.008234715921326774,-0.03070952051741396,-0.6379944730932883,-0.3060731145867665,2.5695287130595152e-05,0.007070537577226631,0.08699895015747638,0.013503410617394084,0.078999700307497,0.01915806244125694,0.07319988052503124
-1,6400,RAINFOREST_RESIN,9996.0,1.0,9995.0,24.0,,,10004.0,1.0,10005.0,24.0,,,10000.0,48.0,0.0,0.0,9999.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.2325579232019319,0.8055555555555555,1.7950549357115013,0.006540207590945453,-0.03253693755836312,-0.6453676878293316,0.028232590049474426,4.109802083667021e-05,0.007070537577226631,0.08499895015747638,0.011002332476427939,0.077999700307497,0.018682613795092198,0.07319988052503124
-1,6500,RAINFOREST_RESIN,9996.0,1.0,9995.0,26.0,,,9998.0,1.0,10004.0,1.0,10005.0,26.0,9997.0,48.0,-3.0,0.0,10001.5,4.5,-4.5,-0.029999999999996696,1.0,0.0299970002999667,0.0,0.3067480898796443,0.7997076023391813,1.788527441600135,0.025250002470108945,-0.02705468643551564,-0.5537320868394495,0.17756292714286442,0.02030386320300727,0.011831906076621447,0.07699955033753039,0.012732052545209493,0.07599970036752102,0.019158344194451282,0.07160000056104204
-1,6600,RAINFOREST_RESIN,9996.0,2.0,9995.0,24.0,,,10004.0,2.0,10005.0,24.0,,,10000.0,50.0,3.0,0.0,10000.0,0.0,0.0,0.030009002700803755,2.0,0.015003751162843734,0.0,0.4504496388294796,1.3055555555555556,2.2852182001336816,0.014989528201753739,-0.03253693755836312,-0.6781795777405614,0.12939353891679245,1.3257829076579058e-05,0.015813049272392243,0.0749995503375304,0.014501351669541604,0.07699940033751801,0.019641430110914862,0.07120000056104203
